,Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,Explicit Track,Pandora Track,Unnamed: 0,channelId,channelUsername,channelUrl,numberOfSubscribers,channelTotalViews,channelTotalVideos,viewCount
77,Perfect,ýý (Deluxe),Ed Sheeran,2017-03-03,GBAHS1700024,81,167.5,2969999682,280165,116921604,81.0,6473698897,39632673,6642975,601244764,7647479866,1708317539,208.0,263386,129,343,0,102,617483078,0,0,0,0,617483078,24.0,UC0C-w0YjGpqDXGB8IHb662A,EdSheeran,https://www.youtube.com/channel/UC0C-w0YjGpqDXGB8IHb662A,55900000.0,33762975773.0,553.0,321606.0
78,Pepas,Pepas,Farruko,2021-06-24,USSD12100307,82,167.3,1500499584,359502,125112486,74.0,1431591689,11553088,2866181,290811371,4067248819,782475986,258.0,240677,438,137,0,102,120046948,0,6227,17210946,1,120046948,113.0,UCqFhfan_P2AmGVB1X2B-3Aw,farruko,https://www.youtube.com/channel/UCqFhfan_P2AmGVB1X2B-3Aw,19900000.0,11264743668.0,315.0,758295.0
79,Peekaboo,Glide - Single,Dave Angel,2023-01-27,GBLTF2300027,83,167.2,8082,63,32758,,2055940513,4150967,0,0,0,0,1.0,13,0,0,0,0,0,0,0,442,0,,,,,,,,,
80,Ella Baila Sola,Ella Baila Sola,Eslabon Armado,2023-03-16,USE7D2300007,84,166.5,1215336974,129463,39814172,74.0,701880622,3831236,5416,550073,15373104,546259059,83.0,40153,227,24,0,61,84378219,0,17115523,3435177,0,84378219,149.0,UCE7RM8YvsgoJdXvYsWn2wbw,EslabonArmado,https://www.youtube.com/channel/UCE7RM8YvsgoJdXvYsWn2wbw,2700000.0,2526113002.0,84.0,8806.0
81,Dance The Night - From Barbie The Album,Dance The Night (From Barbie The Album),Dua Lipa,2023-05-25,USAT22305457,85,166.2,860026452,74769,139913794,80.0,173044031,1640319,175536,90924917,1227837850,1205266954,7.0,759185,0,82,0,0,64567514,0,1843883,3199636,0,64567514,37.0,UC-J-KZfRV8c13fOCkhXdLiQ,dualipa,https://www.youtube.com/channel/UC-J-KZfRV8c13fOCkhXdLiQ,24000000.0,14141660405.0,308.0,16156875.0
82,La Bebe - Remix,La Bebe (Remix),Yng Lvcas,2023-03-17,MXF152300159,86,164.9,1032225805,94887,74469479,79.0,920878032,3118229,1031612,116003972,2416141351,1690231413,83.0,57941,177,42,0,48,55410702,0,230579,2635577,1,55410702,285.0,UCxc39Hq7GazY9YSC8f3-j7A,Yng_lvcas,https://www.youtube.com/channel/UCxc39Hq7GazY9YSC8f3-j7A,1280000.0,1656415138.0,46.0,105077.0
83,redrum,american dream,21 Savage,2024-01-12,USSM12309164,87,164.8,428233003,57311,144298748,,105148629,1762297,87200,6732800,43993800,977638660,74.0,102457,56,48,0,60,16802867,0,0,2490071,1,16802867,93.0,UCOjEHmBKwdS7joWpW0VrXkg,21savage,https://www.youtube.com/channel/UCOjEHmBKwdS7joWpW0VrXkg,9750000.0,5897665290.0,156.0,9834523.0
84,Easy On Me,Easy On Me,Adele,2021-10-14,USSM12105970,88,163.2,1720918065,209635,93875458,73.0,1194846205,13561925,1912194,733101955,7860224413,6353555150,325.0,774277,0,257,0,100,203324731,0,0,7569155,0,203324731,15.0,UCsRM0YB_dabtEPGPTKo-gcw,adele,https://www.youtube.com/channel/UCsRM0YB_dabtEPGPTKo-gcw,32200000.0,16905175627.0,15.0,63248965.0
85,Titï¿½ï¿½ Me Pregu,Un Verano Sin Ti,Bad Bunny,2022-05-06,QM6MZ2214878,89,163.1,1514239759,190692,77283361,77.0,1366181141,9358441,1769068,475656543,5249863696,488048337,150.0,145640,920,44,0,108,69095169,0,0,5133847,1,69095169,12.0,UCmBA_wu8xGg1OfOkfW13Q0Q,BadBunnyPR,https://www.youtube.com/channel/UCmBA_wu8xGg1OfOkfW13Q0Q,49400000.0,38781991349.0,182.0,7386556.0
86,All My Life (feat. J. Cole),All My Life (feat. J. Cole),Lil Durk,2023-05-12,USQX92302957,90,162.0,333202114,108322,41018697,68.0,203487345,2084532,928132,63253779,748253884,735908540,148.0,346411,146,30,0,60,90114807,0,16620102,4207535,1,90114807,,,,,,,,
87,Anti-Hero,Midnights,Taylor Swift,2022-10-21,USUG12205736,91,161.8,1563224246,117005,97456780,80.0,203259285,3482508,1302967,376660493,3864505972,724976542,261.0,1034319,0,74,0,150,92338994,0,0,4703179,0,92338994,70.0,UCqECaJ8Gagnn7YCbPEzWH6g,TaylorSwift,https://www.youtube.com/channel/UCqECaJ8Gagnn7YCbPEzWH6g,60700000.0,38424103158.0,285.0,928938.0
88,"Quevedo: Bzrp Music Sessions, Vol. 52","Quevedo: Bzrp Music Sessions, Vol. 52",Bizarrap,2022-07-06,UYB282201028,92,161.7,1692951462,209490,88591675,78.0,1132539234,8795731,1212100,196608777,2054826154,56677146,99.0,138254,37,58,0,65,18052815,0,4099686,6836893,0,18052815,51.0,UCmS75G-98QihSusY7NfCZtw,Bizarrap,https://www.youtube.com/channel/UCmS75G-98QihSusY7NfCZtw,22500000.0,10020463943.0,90.0,26348591.0
89,Magnetic,SUPER REAL ME,ILLIT,2024-03-25,USA2P2413259,93,161.0,255076355,11500,90584540,86.0,202206901,2596912,0,57656713,506476590,273521596,67.0,4716,137,9,0,44,220481,0,556784,659825,0,220481,,,,,,,,
90,Lollipop,EVERYBODY GO TO THE DISCOTEK,Darell,2023-07-28,USSD12300307,94,158.2,275349653,37806,22826643,70.0,347506860,1553295,4349700,321239621,4767676439,2676837761,19.0,23875,96,37,0,29,5101044,0,0,1245874,1,5101044,,,,,,,,
91,La Diabla,La Diabla - Single,Xavi,2023-12-02,USA2P2357356,95,155.9,649404552,27544,47789063,83.0,433839212,2750086,0,414833,10603563,1795939912,29.0,16287,462,34,0,26,22603598,0,0,1380069,0,22603598,,,,,,,,
92,Boy's a Liar Pt. 2,Boy's a liar Pt. 2,PinkPantheress,2023-02-03,GBAYE2300015,96,153.6,851085705,129047,50996176,70.0,211810152,2461166,3502547,955272568,8781020473,806434641,162.0,223173,0,65,0,130,10207007,0,13896129,2580691,1,10207007,263.0,UCufuq24Cef6-CdmEiZmXTBg,ponies721,https://www.youtube.com/channel/UCufuq24Cef6-CdmEiZmXTBg,1610000.0,576754005.0,45.0,2115240.0
93,Snooze,SOS,SZA,2022-12-09,USRC12204591,97,153.3,1013350808,108036,86470319,84.0,390677417,2521214,402338,97819766,887803828,560893301,154.0,559589,513,60,0,61,74611167,0,17702595,3129609,1,74611167,18.0,UCO5IQ70V7l-XpHW40HwaGsw,sza,https://www.youtube.com/channel/UCO5IQ70V7l-XpHW40HwaGsw,5910000.0,4169649532.0,39.0,617964.0
94,BELLAKEO,BELLAKEO,Peso Pluma,2023-12-07,QMFMF2388143,98,153.1,359803580,26065,79152427,86.0,369321334,1839225,720800,74164945,874056250,4123457278,40.0,16952,69,63,0,51,20058510,0,0,1002835,1,20058510,308.0,UCzrM_068Odho89mTRrrxqbA,pesopluma_oficial,https://www.youtube.com/channel/UCzrM_068Odho89mTRrrxqbA,7520000.0,7522818354.0,212.0,21949063.0
95,Agora Hills,Scarlet,Doja Cat,2023-09-22,USRC12301954,99,152.8,509653100,66219,67521533,,48045203,986278,328562,88846508,544437406,1561456615,80.0,400206,14,78,0,39,23110274,0,0,4295361,1,23110274,,,,,,,,
96,Prada,Prada,cassï¿,2023-08-11,GBCEN2300147,100,152.5,609699748,128498,160755092,83.0,47611547,418343,283600,96934486,1090501901,113545664,129.0,123242,0,167,0,100,1210830,0,25956265,0,1,1210830,,,,,,,,
97,Montagem Rave Eterno,Montagem Rave Eterno,Dj Samir,2024-05-02,GXD7G2413058,101,152.3,5157486,470,2924720,,1278618,27849,1100000,261000,3900000,0,3.0,0,0,2,0,0,0,0,0,47658,0,,,,,,,,,
98,Lil Boo Thang,Lil Boo Thang,Paul Russell,2023-08-18,USAR12300323,102,152.1,242070373,37170,74130983,76.0,22907992,261664,2553106,312997953,3832221658,15593731,106.0,370635,0,69,0,79,84425715,0,670026,2219984,0,84425715,,,,,,,,
99,MONACO,nadie sabe lo que va a pasar maï¿½ï¿,Bad Bunny,2023-10-13,QMFME2364182,103,150.7,478150858,73306,51842133,78.0,113379734,1312763,1700998,182319546,2111289492,90954700,78.0,35330,39,56,0,53,17823388,0,4374049,2255465,1,17823388,12.0,UCmBA_wu8xGg1OfOkfW13Q0Q,BadBunnyPR,https://www.youtube.com/channel/UCmBA_wu8xGg1OfOkfW13Q0Q,49400000.0,38781991349.0,182.0,7386556.0
100,Laxed (Siren Beat),Laxed (Siren Beat),Jawsh 685,2020-04-24,USSM12002399,104,150.5,61382407,7240,1708319,43.0,9977490,201210,37726462,9239474,147837262,0,15.0,10152,0,5,0,1,0,0,0,3819161,0,,178.0,UC7s8Xlc3H9uVGSwM0Dt8TeQ,Jawsh_685,https://www.youtube.com/channel/UC7s8Xlc3H9uVGSwM0Dt8TeQ,275000.0,189829111.0,41.0,1627615.0
101,(It Goes Like) Nanana - Edit,(It Goes Like) Nanana [Edit],Peggy Gou,2023-06-15,GBBKS2300080,105,150.4,460156070,163449,127827271,77.0,8183226,98257,530103,65920648,1032799567,56004473,,195140,0,102,0,111,1132923,0,9451176,9279625,0,1132923,,,,,,,,
102,Training Season,Training Season,Dua Lipa,2024-02-15,GBAHT2301078,106,148.9,251153869,16811,92985554,76.0,66691067,961957,102884,34572688,431390500,2120552147,162.0,180711,57,127,0,116,10305245,0,776717,2047771,0,10305245,37.0,UC-J-KZfRV8c13fOCkhXdLiQ,dualipa,https://www.youtube.com/channel/UC-J-KZfRV8c13fOCkhXdLiQ,24000000.0,14141660405.0,308.0,16156875.0
103,Type Shit,WE DON'T TRUST YOU,Future,2024-03-22,USSM12402033,107,148.1,205206688,28064,84737651,84.0,39453253,672789,0,0,0,232440923,99.0,3432,45,41,0,47,5897303,0,7571301,900933,1,5897303,,,,,,,,
104,Armageddon,Armageddon - The 1st Album,aespa,2024-05-27,KRA302400093,108,147.4,32942304,1262,26204483,74.0,57861795,1257935,0,0,0,29510774,37.0,290,6,5,0,33,21869,48,139164,29736,0,21869,,,,,,,,
105,The Box,Please Excuse Me For Being Antisocial,Roddy Ricch,2019-12-06,USAT21906978,109,146.6,1911559785,317345,87765033,78.0,441257231,4829633,4930490,561201008,4574447121,2077511,255.0,296948,181,138,0,28,295741432,0,168458097,11988760,1,295741432,20.0,UChQdA1rid5kKZh6oIc6DLNg,RoddyRicch,https://www.youtube.com/channel/UChQdA1rid5kKZh6oIc6DLNg,7270000.0,3537480246.0,93.0,51056.0
106,INDUSTRY BABY (feat. Jack Harlow),INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,2021-07-23,USSM12104539,110,145.3,2014959725,354831,87942438,70.0,1003346208,16856186,1750366,915814897,9558947943,3191316960,360.0,245228,925,109,0,74,75167268,0,0,12693846,1,75167268,10.0,UC_uMv3bNXwapHl8Dzf2p01Q,lilnasx,https://www.youtube.com/channel/UC_uMv3bNXwapHl8Dzf2p01Q,19400000.0,7131940448.0,51.0,738960.0
107,Pedro,Pedro - Single,Jaxomy,2024-03-29,DEE862400427,111,144.6,168145583,27654,159737263,85.0,35008949,717214,0,0,0,39149568,107.0,4448,0,158,0,54,39577,482,3634381,2408838,0,39577,,,,,,,,
108,Fast Car,Gettin' Old,Luke Combs,2023-03-24,US6XF2200436,112,144.5,518988585,73116,58391498,80.0,107703759,768813,354036,74258021,924204888,103658014,117.0,673629,59,67,0,104,184924061,0,728039,3108167,0,184924061,272.0,UCOSIXyYdT93OzpRnAuWaKjQ,lukecombs,https://www.youtube.com/channel/UCOSIXyYdT93OzpRnAuWaKjQ,3740000.0,4993334198.0,99.0,87851.0
109,Bling-Bang-Bang-Born,Bling-Bang-Bang-Born,Creepy Nuts,2024-01-07,JPU902305042,113,144.0,247399972,22222,13870528,80.0,389540239,4392933,0,22950364,296522040,1041035733,53.0,807,0,18,0,17,537267,0,0,1069500,0,537267,,,,,,,,
110,Aesthetic,Aesthetic,Tollan Kim,2022-03-04,SGB502208576,114,144.0,5712985,2311,535908,44.0,3120073,56276,20114495,2452502310,33870791454,0,4.0,22,0,4,0,1,21564,81,0,249823,0,21564,,,,,,,,
111,Sunflower - Spider-Man: Into the Spider-Verse,Sunflower (Spider-Man: Into the Spider-Verse),Post Malone,2018-10-18,USUM71814888,116,143.9,3358704125,392082,123917182,79.0,2763188773,19410390,2714134,178829434,1597453878,484189798,351.0,273683,0,86,0,99,546367356,0,0,1569935,0,546367356,25.0,UCeLHszkByNZtPKcaVXOCOQQ,postmalone,https://www.youtube.com/channel/UCeLHszkByNZtPKcaVXOCOQQ,27900000.0,18042086922.0,149.0,84155.0
112,Hands,Hands,Dianï¿½,2022-08-01,GBKPL2205333,115,143.9,126914,8,212,1.0,2435813922,7208467,33,188,6415,26630093,,658,0,0,0,0,0,0,0,295,0,,,,,,,,,
113,Saturn,Saturn - Single,SZA,2024-02-24,USRC12400216,117,142.8,343090427,21104,154253718,87.0,38173339,349660,0,0,0,196380893,120.0,158378,360,103,0,87,11441987,0,166254,745798,0,11441987,18.0,UCO5IQ70V7l-XpHW40HwaGsw,sza,https://www.youtube.com/channel/UCO5IQ70V7l-XpHW40HwaGsw,5910000.0,4169649532.0,39.0,617964.0
114,Chegou a Hora de Ir para Cama (Playback),3 Palavrinhas Vol.9 (Playback),3 Palavrinhas,2024-06-04,BXT622400190,118,142.4,0,0,0,,39323383,44223,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
115,Believer,Believer,Imagine Dragons,2017-01-31,USUM71700626,119,142.2,3006226762,335880,89243475,81.0,4495059988,42240881,5745117,453132709,5876458723,276194776,226.0,253782,388,118,0,71,614578695,0,2943611,21306706,0,614578695,32.0,UCT9zcQNlyht7fRlcjmflRSA,ImagineDragons,https://www.youtube.com/channel/UCT9zcQNlyht7fRlcjmflRSA,32400000.0,20293451610.0,210.0,78700.0
116,WAIT FOR U (feat. Drake & Tems),WAIT FOR U (feat. Drake & Tems),Future,2022-04-27,USSM12203789,120,141.0,787155930,183850,58397185,77.0,357772653,2590835,931660,95662104,836550889,3934416606,150.0,463665,0,32,0,69,182315884,0,48937045,3534164,1,182315884,,,,,,,,
117,I KNOW ?,UTOPIA,Travis Scott,2023-07-28,USSM12305012,121,139.5,532605345,128534,31725858,81.0,97958347,1237197,322900,108595670,947194801,259363238,46.0,107637,57,33,0,40,6334599,0,12785993,1861958,1,6334599,,,,,,,,
118,ANDO,ANDO,Jere Klein,2023-09-27,QMDA72363047,122,139.0,292789738,28591,30905957,72.0,406307035,809942,1900606,68341852,872862858,1969191415,11.0,1754,0,15,0,1,764473,0,0,1195337,1,764473,,,,,,,,
119,First Class,First Class,Jack Harlow,2022-04-08,USAT22203024,123,138.6,818858244,223609,49586777,71.0,231229581,2756840,1610614,624748318,6890780336,3849170813,148.0,666615,0,37,0,77,117451442,0,24111168,4244972,1,117451442,273.0,UC6vZl7Qj7JglLDmN_7Or-ZQ,JackHarlow,https://www.youtube.com/channel/UC6vZl7Qj7JglLDmN_7Or-ZQ,3010000.0,1923331243.0,131.0,1693482.0
120,FE!N,UTOPIA,Travis Scott,2023-07-28,USSM12305010,124,137.8,659010786,129923,93969186,86.0,125203447,1990342,22100,13787343,107398826,244390161,87.0,37314,361,46,0,38,3029375,0,14942955,1839283,1,3029375,,,,,,,,
121,Save Your Tears - Live,After Hours (Live At SoFi Stadium),The Weeknd,2023-03-03,USUG12301493,125,137.7,3913988,545,1054122,40.0,1577017938,9304666,0,0,0,2651764724,,25,0,0,0,0,5260,0,0,0,1,5260,,,,,,,,
122,Losing Interest - Original Mix,Losing Interest (Original),Goovex,2024-06-10,CA5KR2465999,126,136.4,126247886,5,5973,1.0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
123,I Ain't Worried,"I Ainï¿½ï¿½ï¿½t Worried (Music From The Motion Pi""Top Gun: Maverick"")",OneRepublic,2022-05-13,USUM72206227,127,136.2,1607421145,212406,160444270,83.0,409785349,3326477,247865,155593087,1825552705,2563240162,267.0,523907,0,111,0,75,152770142,0,0,9091826,0,152770142,,,,,,,,
124,MI EX TENï¿½ï¿½A RA,MAï¿½ï¿½ANA SERï¿½ï¿½ BONITO (BICHOTA,KAROL G,2023-08-10,USUG12305253,128,136.2,438796949,23959,34805394,78.0,509727241,2202866,1223804,46080266,782582119,1337889706,56.0,60758,959,29,0,38,38214505,0,62622,865444,0,38214505,111.0,UCZuPJZ2kGFdlbQu1qotZaHw,KarolG,https://www.youtube.com/channel/UCZuPJZ2kGFdlbQu1qotZaHw,39000000.0,27850286887.0,162.0,125238329.0
125,Drained of Color,Drained of Color,Exhumed,2022-08-30,US2642250302,129,134.0,158627,635,18765,16.0,2156140830,0,9,422,4484,1318392,,29,0,0,0,0,1132,0,0,208,0,1132,,,,,,,,
126,Mood (feat. iann dior),Mood (feat. Iann Dior),24kGoldn,2020-07-24,USQX92003025,130,133.0,1867736006,302486,82611625,76.0,747126783,10795292,2467227,160756733,1768836179,2069527154,329.0,931316,0,273,0,85,240562062,0,40756476,10228436,1,240562062,,,,,,,,
127,Dynamite,Dynamite,BTS,2020-08-21,QM7282022872,131,132.3,1872577908,144619,51186002,74.0,2638957320,62311179,3098499,662794945,5063720138,2199001119,323.0,351169,198,355,0,98,0,0,0,7896781,0,,16.0,UCLkAepWjdylmXSltofFvsYQ,BTS,https://www.youtube.com/channel/UCLkAepWjdylmXSltofFvsYQ,79800000.0,24405274078.0,2699.0,712158.0
128,Looking Like a Wow End of Year 2023,Looking Like a Wow,WasteLand,2023-12-10,GXBAV2381801,132,130.7,8327,3,8,,0,0,4200000,3646489,73318253,0,,0,0,0,0,0,0,0,0,522,0,,,,,,,,,
129,Someone You Loved,Breach,Lewis Capaldi,2018-11-08,DEUM71807062,133,129.7,3427498835,338763,160553919,82.0,2153701892,20891433,1940473,212007614,2161032034,2333853734,408.0,600211,381,502,0,110,427212257,0,0,29266297,0,427212257,29.0,UCveFkLdSOUsGwMJEgedO9dQ,LewisCapaldi,https://www.youtube.com/channel/UCveFkLdSOUsGwMJEgedO9dQ,7600000.0,4111915394.0,115.0,401679.0
130,Acrï¿½ï¿½s,Acrï¿½ï¿½stico - Si,Shakira,2023-05-11,USQX92302824,134,129.6,230849195,23091,12233221,64.0,363082908,5135848,4897595,104580759,1551501289,150614267,49.0,24103,214,25,0,33,23525446,0,0,623446,0,23525446,102.0,UCYLNGLIzMhRTi6ZOLjAPSmw,Shakira,https://www.youtube.com/channel/UCYLNGLIzMhRTi6ZOLjAPSmw,47700000.0,32236284843.0,363.0,72554.0
131,Made You Look,Takin' It Back,Meghan Trainor,2022-10-21,USSM12204574,135,129.5,720720922,74295,89509926,77.0,221078988,2557839,4687520,1252326407,15247253457,718932832,108.0,412680,0,43,0,59,81828913,0,0,3086624,0,81828913,,,,,,,,
132,PHONK BRASILEIRO FRESCO (Slowed + Reverb),PHONK BRASILEIRO FRESCO,DJ MOIGUS,2023-06-22,QZMEQ2306756,136,129.4,1378494,351,43395,34.0,1022331,22739,7702832,90289248,1272592848,0,,0,0,0,0,0,0,0,0,50550,0,,,,,,,,,
133,"Sooseki (From ""Pushpa 2 The Rule"") [TELUGU]","Sooseki (From ""Pushpa 2 The Rule"") [TELUGU]",Shreya Ghoshal,2024-05-29,INS182401602,137,129.1,2827545,62,1433870,,54330074,801621,0,0,0,0,,0,0,0,0,10,0,0,0,5620,0,,,,,,,,,
134,vampire,vampire,Olivia Rodrigo,2023-06-30,USUG12304091,138,128.9,998964097,90793,87801398,18.0,113450524,2108657,394640,152624014,1448207880,1111017294,173.0,161513,93,61,0,128,28318435,0,4296515,4872257,1,28318435,71.0,UCy3zgWom-5AGypGX_FVTKpg,OliviaRodrigo,https://www.youtube.com/channel/UCy3zgWom-5AGypGX_FVTKpg,14900000.0,5560517165.0,82.0,253677.0
135,Casca de Bala,A Cara das Vaquejadas 3.0,Thullio Milionï¿½ï¿,2024-03-01,BCAEW2400001,139,128.5,37157630,2052,30387641,74.0,63418833,427441,1600000,853176,8850449,149589609,11.0,190,0,32,0,11,0,0,0,42895,0,,,,,,,,,
136,Back,Back,LOLA,2022-08-03,UKQNV2100272,140,128.0,48428,92,15747,3.0,2123978358,5670850,111,102828,735317,0,,46,0,0,0,0,0,0,0,0,0,,,,,,,,,
137,People,People - Single,Libianca,2022-12-05,QZTB52268087,141,127.8,631955547,121823,45030006,74.0,305998382,2647341,3168854,243797561,3233505931,704906130,145.0,122781,202,74,0,54,9017480,0,8026553,6121126,1,9017480,,,,,,,,
138,Jedag Jedug Capcut 2024,Jedag Jedug Capcut 2024,Afrian Af,2024-01-05,ATR981312465,142,127.4,0,1,47,,0,0,3528100,37591836,688302023,0,,0,0,0,0,0,0,0,0,0,1,,,,,,,,,
139,Lady Killers II (Christoph Andersson Remix),Lady Killers II (Christoph Andersson Remix),G-Eazy,2024-03-17,TCAIA2495220,143,127.3,94635338,10537,11716074,,944314,17943,1300000,182937084,1542242100,0,13.0,0,2,0,0,8,684557,0,0,1597467,1,684557,,,,,,,,
140,I Don't Wanna Wait,I Don't Wanna Wait,David Guetta,2024-04-05,UKWLG2400013,144,126.9,114574238,10564,180987712,84.0,9134225,124326,299000,4419373,79796400,3117914,87.0,86814,159,128,0,133,4503872,442,422718,0,0,4503872,62.0,UC1l7wYrva1qCH-wgqcHaaRg,davidguetta,https://www.youtube.com/channel/UC1l7wYrva1qCH-wgqcHaaRg,27100000.0,20704165795.0,926.0,47504.0
141,Abc,Abc,J Ross,2023-02-14,CLLU22300585,145,126.6,31867,5,5100,1.0,1538564650,2066653,0,0,0,0,,174,0,0,0,0,0,0,0,1178,0,,,,,,,,,
142,La Bachata,La Bachata,Manuel Turizo,2022-05-26,QZDYA1800087,146,126.2,1721045197,156941,97122096,81.0,798827877,3379928,1614275,209367923,2596777974,420585933,142.0,152522,0,97,0,133,47203290,0,0,4817885,0,47203290,50.0,UC5Jn-9jqrVvKm9Hx0WW8Pgw,ManuelTurizoMTZ,https://www.youtube.com/channel/UC5Jn-9jqrVvKm9Hx0WW8Pgw,9810000.0,8061745208.0,298.0,977346.0
143,ýýýýýýýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýýýýýýýý,FLI:P,2023-04-07,FRX282306294,147,125.4,8028757,1972,488653,44.0,48533758,399664,8800000,256186613,3985974550,6879573,1.0,373,0,0,0,0,0,0,0,220198,0,,,,,,,,,
144,Peaches (feat. Daniel Caesar & Giveon),Justice,Justin Bieber,2021-03-19,USUM72102636,148,125.2,1612286123,282719,97390961,74.0,1019256266,10280320,1404274,502778982,4702037810,2889452237,348.0,569287,789,342,0,90,92111798,0,0,7848760,1,92111798,,,,,,,,
145,Don't Start Now,Don't Start Now,Dua Lipa,2019-10-31,GBAHT1901121,149,124.6,2607121959,270230,143953432,78.0,1201600884,10239198,4725570,414013363,3535661993,2374637534,581.0,999941,954,632,0,118,313923242,0,0,13421701,0,313923242,37.0,UC-J-KZfRV8c13fOCkhXdLiQ,dualipa,https://www.youtube.com/channel/UC-J-KZfRV8c13fOCkhXdLiQ,24000000.0,14141660405.0,308.0,16156875.0
146,Lucid Dreams,Lucid Dreams,Juice WRLD,2018-05-04,USUG11800685,150,123.9,2548389305,339306,75858140,78.0,987143411,9384427,1900813,44442433,338071383,274498079,153.0,69562,132,54,0,36,259400789,0,257459352,9308937,1,259400789,38.0,UC0BletW9phE4xHFM44q4qKA,JuiceWRLD,https://www.youtube.com/channel/UC0BletW9phE4xHFM44q4qKA,12900000.0,7312606889.0,189.0,4095766.0
147,PROVENZA,PROVENZA,KAROL G,2022-04-22,USUM72205906,151,123.8,1185929926,103026,64847502,76.0,1229843060,5870729,1300337,251445963,2829294043,763687717,115.0,130158,688,75,0,90,92136339,0,0,3397861,0,92136339,111.0,UCZuPJZ2kGFdlbQu1qotZaHw,KarolG,https://www.youtube.com/channel/UCZuPJZ2kGFdlbQu1qotZaHw,39000000.0,27850286887.0,162.0,125238329.0
148,WAP (feat. Megan Thee Stallion),WAP (feat. Megan Thee Stallion),Cardi B,2020-08-07,USAT22005111,152,123.4,1325725696,171255,53040559,72.0,1329826741,15965491,8470921,1183499351,9539547626,181452145,222.0,91249,306,94,0,50,184950173,0,0,4618794,1,184950173,101.0,UCxMAbVFmxKUVGAll0WVGpFw,cardib,https://www.youtube.com/channel/UCxMAbVFmxKUVGAll0WVGpFw,19600000.0,8585308808.0,118.0,1309114.0
149,SPOT!,SPOT!,ZICO,2024-04-26,USA2P2421932,153,122.8,77757035,3407,35428519,81.0,100148771,2531168,99900,46645177,366905484,24981456,27.0,1861,51,2,0,20,63300,98,0,173263,0,63300,,,,,,,,
150,Family Matters,Family Matters,Drake,2024-05-03,USUG12402984,154,122.7,72335127,8696,36774031,86.0,41492122,1034563,0,0,0,166330702,38.0,1488,0,16,0,60,3065493,0,2401049,283217,1,3065493,28.0,UCSePgMI6WVzSE7rjiNj6jnA,DrakeRofls,https://www.youtube.com/channel/UCSePgMI6WVzSE7rjiNj6jnA,351000.0,114070368.0,1352.0,17296.0
151,Again,Missing,Kurochuu,2024-06-09,CA5KR2466577,155,122.5,136237285,2,2190,2.0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
152,Seven (feat. Latto) (Explicit Ver.),Seven (feat. Latto),Jung Kook,2023-07-14,USA2P2330093,156,122.4,1673557134,54950,91343768,80.0,397523735,10125293,341522,114990786,761760624,1800517153,86.0,23714,861,54,0,56,6442882,0,0,2310409,1,6442882,57.0,UCoe-0EVDJnjlSoPK8ygcGwQ,GYMJONGKOOK,https://www.youtube.com/channel/UCoe-0EVDJnjlSoPK8ygcGwQ,3120000.0,583887777.0,444.0,435824.0
153,Last Night,3 Songs At A Time Sampler,Morgan Wallen,2023-01-31,USUG12300802,157,121.9,922010059,107189,61174155,79.0,141852059,567295,285414,61112010,811685466,182412108,106.0,18364,0,7,0,38,307115852,0,13022144,2665347,1,307115852,217.0,UCzIyoPv6j1MAZpDHKLGP_eA,morganwallen,https://www.youtube.com/channel/UCzIyoPv6j1MAZpDHKLGP_eA,3250000.0,761838431.0,115.0,2137085.0
154,Bad Habits,#NAME?,Ed Sheeran,2020-01-01,GBAHS2100318,159,120.8,1754311538,271758,62218811,74.0,958790883,7686994,1036355,225139300,2658904267,3526952174,454.0,1347725,0,352,0,136,269834154,0,17144484,15886717,0,269834154,24.0,UC0C-w0YjGpqDXGB8IHb662A,EdSheeran,https://www.youtube.com/channel/UC0C-w0YjGpqDXGB8IHb662A,55900000.0,33762975773.0,553.0,321606.0
